
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,
12.93,-0.01,-0.01,1.01,-0.00,0.00,0.00,0.00,-0.01,0.12,1008.59,1.08,-17.94,-27.90,183.23,0.44,-0.62,72.25,
12.93,-0.01,-0.01,1.01,-0.00,0.00,0.00,0.00,-0.01,0.12,1008.59,1.08,-17.94,-27.90,183.23,0.44,-0.62,72.25,
12.94,-0.01,-0.01,1.01,-0.00,0.00,0.00,0.00,-0.01,0.12,1008.59,1.08,-17.94,-27.90,183.23,0.44,-0.62,72.25,
12.94,-0.01,-0.01,1.01,-0.00,0.00,0.00,0.00,-0.01,0.12,1008.59,1.08,-17.94,-27.90,183.23,0.44,-0.62,72.25,
12.94,-0.01,-0.01,1.01,-0.00,0.00,0.00,0.00,-0.01,0.12,1008.59,1.08,-17.94,-27.90,183.23,0.44,-0.62,72.25,
12.95,-0.01,-0.01,1.01,-0.00,0.00,0.00,0.00,-0.01,0.12,1008.59,1.08,-17.94,-27.90,183.23,0.44,-0.62,72.25,
12.95,-0.01,-0.01,1.01,-0.00,0.00,0.00,0.00,-0.01,0.12,1008.59,1.08,-17.94,-27.90,183.23,0.44,-0.62,72.25,
12.96,-0.01,-0.01,1.01,-0.00,0.00,0.00,0.00,-0.01,0.12,1008.59,1.08,-17.94,-27.90,183.23,0.44,-0.62,72.25,
12.96,-0.01,-0.01,1.01,-0.00,0.00,0.00,0.00,-0.01,0.12,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
12.97,-0.01,-0.01,1.01,0.00,-0.00,-0.00,0.00,-0.01,0.12,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
12.97,-0.01,-0.01,1.01,0.00,-0.00,-0.00,0.00,-0.01,0.12,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
12.97,-0.01,-0.01,1.01,0.00,-0.00,-0.00,0.01,0.01,0.14,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
12.97,-0.01,-0.01,1.01,0.00,-0.00,-0.00,0.01,0.01,0.14,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
12.97,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,0.01,0.14,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
12.97,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,0.01,0.14,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
12.97,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,-0.00,0.16,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
12.98,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,-0.00,0.16,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
12.98,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,-0.00,0.16,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
12.99,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,-0.00,0.16,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
12.99,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,-0.00,0.16,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
13.00,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,-0.00,0.16,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
13.01,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,-0.00,0.16,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
13.01,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,-0.00,0.16,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
13.01,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,-0.00,0.16,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
13.02,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,-0.00,0.16,1008.59,0.54,-17.52,-27.42,183.23,0.44,-0.62,72.25,
13.03,-0.01,-0.01,1.02,0.00,-0.00,-0.00,0.01,-0.00,0.16,1008.59,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.03,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.00,0.16,1008.59,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.03,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.00,0.16,1008.59,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.03,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,0.00,0.16,1008.59,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.03,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,0.00,0.16,1008.59,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.03,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,0.00,0.16,1008.59,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.03,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,0.00,0.16,1008.59,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.03,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.59,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.04,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.04,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.04,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.05,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.05,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.06,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.06,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.07,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.07,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.09,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.78,-17.70,-28.02,183.23,0.44,-0.62,72.25,
13.09,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.09,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.09,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.01,-0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.09,-0.01,-0.01,1.02,-0.00,0.00,-0.00,-0.01,0.00,0.16,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.09,-0.01,-0.01,1.02,-0.00,0.00,-0.00,-0.01,0.00,0.16,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.09,-0.01,-0.01,1.02,-0.00,0.00,-0.00,-0.01,0.00,0.16,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.10,-0.01,-0.01,1.02,-0.00,0.00,-0.00,-0.01,0.00,0.16,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.10,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.10,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.10,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.11,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.11,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.12,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.12,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.13,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.13,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.25,
13.15,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,0.84,-17.40,-26.82,183.23,0.44,-0.62,72.66,
13.15,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.15,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.15,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.15,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,0.01,0.14,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.16,-0.01,-0.01,1.02,0.00,0.00,-0.00,-0.01,0.01,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.16,-0.01,-0.01,1.02,0.00,0.00,-0.00,-0.01,0.01,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.16,-0.01,-0.01,1.02,0.00,0.00,-0.00,-0.01,0.01,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.16,-0.01,-0.01,1.02,0.00,0.00,-0.00,-0.01,0.01,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.16,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,-0.00,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.16,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,-0.00,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.16,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,-0.00,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.17,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,-0.00,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.18,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,-0.00,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.18,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,-0.00,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.18,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,-0.00,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.19,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,-0.00,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.19,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,-0.00,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.20,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.00,-0.00,0.15,1008.60,1.38,-18.06,-27.90,183.23,0.44,-0.62,72.66,
13.21,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.00,-0.00,0.15,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.21,-0.01,-0.01,1.01,-0.00,0.00,0.00,0.00,-0.00,0.15,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.21,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.00,-0.00,0.15,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.21,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.00,-0.00,0.15,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.21,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.00,-0.00,0.15,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.21,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.00,0.00,0.13,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.22,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.00,0.00,0.13,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.22,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.22,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.22,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.23,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.23,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.24,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.24,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.24,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.25,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.25,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.26,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.26,-0.01,-0.01,1.02,-0.00,0.00,0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.27,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.02,0.01,0.16,1008.60,2.40,-17.94,-27.54,183.23,0.44,-0.62,72.66,
13.27,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.02,0.01,0.16,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.27,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.02,0.01,0.16,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.27,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.02,0.01,0.16,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.27,-0.01,-0.01,1.01,0.00,0.00,-0.00,-0.00,-0.00,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.27,-0.01,-0.01,1.01,0.00,0.00,-0.00,-0.00,-0.00,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.27,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.28,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.28,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.29,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.30,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.30,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.31,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.31,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.31,-0.01,-0.01,1.01,0.00,0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.32,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.33,-0.01,-0.01,1.02,0.00,0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.33,-0.01,-0.01,1.02,-0.00,-0.00,-0.00,0.00,-0.01,0.14,1008.60,1.02,-18.12,-27.18,183.23,0.44,-0.62,72.66,
13.33,-0.01,-0.01,1.02,-0.00,-0.00,-0.00,0.00,-0.01,0.14,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.33,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,-0.01,0.14,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.33,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,-0.01,0.14,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.33,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,-0.01,0.01,0.15,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.34,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,-0.01,0.01,0.15,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.34,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.34,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.35,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.35,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.35,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.36,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.36,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.36,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.37,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.37,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.39,-0.01,-0.01,1.02,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.39,-0.01,-0.01,1.01,-0.00,-0.00,-0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.39,-0.01,-0.01,1.01,0.00,0.00,0.00,0.00,0.01,0.13,1008.60,1.26,-18.12,-27.78,183.23,0.44,-0.62,72.66,
13.39,-0.01,-0.01,1.01,0.00,0.00,0.00,0.00,0.01,0.13,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.39,-0.01,-0.01,1.02,0.00,0.00,0.00,0.00,0.01,0.13,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.39,-0.01,-0.01,1.02,0.00,0.00,0.00,0.00,0.01,0.13,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.39,-0.01,-0.01,1.02,0.00,0.00,0.00,-0.01,0.02,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.39,-0.01,-0.01,1.02,0.00,0.00,0.00,-0.01,0.02,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.40,-0.01,-0.01,1.02,0.00,0.00,0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.40,-0.01,-0.01,1.02,0.00,0.00,0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.40,-0.01,-0.01,1.02,0.00,0.00,0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.41,-0.01,-0.01,1.02,0.00,0.00,0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.41,-0.01,-0.01,1.02,0.00,0.00,0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.42,-0.01,-0.01,1.02,0.00,0.00,0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.42,-0.01,-0.01,1.02,0.00,0.00,0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.43,-0.01,-0.01,1.02,0.00,0.00,0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.43,-0.01,-0.01,1.02,0.00,0.00,0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.66,
13.44,-0.01,-0.01,1.02,0.00,0.00,0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.88,
13.45,-0.01,-0.01,1.02,0.00,0.00,0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.88,
13.45,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.01,0.01,0.14,1008.60,0.54,-18.36,-28.50,183.23,0.44,-0.62,72.88,
13.45,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.01,0.01,0.14,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.45,-0.01,-0.01,1.02,-0.00,0.00,-0.00,0.01,0.01,0.14,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.45,-0.01,-0.01,1.02,-0.00,0.00,-0.00,-0.01,-0.01,0.16,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.45,-0.01,-0.01,1.02,-0.00,0.00,-0.00,-0.01,-0.01,0.16,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.45,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.01,0.16,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.45,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.01,0.16,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.45,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.00,0.14,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.46,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.00,0.14,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.46,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.00,0.14,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.47,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.00,0.14,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.47,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.00,0.14,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.48,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.00,0.14,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.48,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.00,0.14,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.49,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.00,0.14,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.49,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.00,0.14,1008.60,2.34,-17.52,-27.54,183.23,0.44,-0.62,72.88,
13.50,-0.01,-0.01,1.01,-0.00,0.00,-0.00,-0.01,-0.00,0.14,1008.60,1.02,-18.12,-27.78,183.23,0.44,-0.62,72.88,
13.51,-0.01,-0.01,1.01,-0.00,0.00,0.00,-0.01,-0.00,0.14,1008.60,1.02,-18.12,-27.78,183.23,0.44,-0.62,72.88,
13.51,-0.01,-0.01,1.01,-0.00,0.00,0.00,-0.01,-0.00,0.14,1008.60,1.02,-18.12,-27.78,183.23,0.44,-0.62,72.88,
13.51,-0.01,-0.01,1.01,-0.00,0.00,0.00,-0.01,-0.00,0.14,1008.60,1.02,-18.12,-27.78,183.23,0.44,-0.62,72.88,
13.51,-0.01,-0.01,1.02,-0.00,0.00,0.00,-0.01,-0.00,0.14,1008.60,1.02,-18.12,-27.78,183.23,0.44,-0.62,72.88,
13.51,-0.01,-0.01,1.01,-0.00,0.00,0.00,-0.01,-0.00,0.14,1008.60,1.02,-18.12,-27.78,183.23,0.44,-0.62,72.88,
